customer_id,subscription_tier,monthly_fee,tenure_months,num_transactions,avg_transaction_value,active_users,churned,customer_support_tickets,region,marketing_channel,monthly_revenue
383,Basic,25.0,42.0,119,322.11,1,0,12,North America,Referral,25
384,Pro,10.0,12.0,444,210.89,40,0,9,Africa,Partnership,400
385,Enterprise,25.0,47.0,396,380.74,30,1,0,Africa,Partnership,750
386,,25.0,49.0,435,306.77,11,0,7,Europe,Referral,275
387,Enterprise,250.0,,284,,28,0,15,Europe,Referral,7000
388,Pro,10.0,38.0,210,409.92,44,0,12,Europe,Organic,440
389,Basic,10.0,18.0,293,130.14,12,1,2,Europe,Partnership,120
390,Basic,10.0,45.0,477,139.36,39,0,2,Africa,Partnership,390
391,Pro,10.0,35.0,182,67.05,26,1,4,Asia,Organic,260
392,,10.0,30.0,336,171.8,13,0,10,Asia,Partnership,130
393,Basic,250.0,24.0,215,499.77,8,0,6,Asia,,2000
394,Basic,50.0,42.0,72,205.85,28,0,9,North America,,1400
395,Basic,,,82,114.14,30,1,9,Europe,Paid Ads,750
396,Pro,10.0,14.0,260,382.43,9,0,19,Europe,Partnership,90
397,,50.0,6.0,133,273.52,39,0,1,Africa,Paid Ads,1950
398,Enterprise,50.0,3.0,384,79.05,31,0,2,Africa,Paid Ads,1550
399,Enterprise,25.0,16.0,130,193.44,21,0,7,North America,Organic,525
400,Enterprise,250.0,7.0,284,210.16,47,0,10,,Organic,11750
401,Pro,100.0,52.0,440,,34,1,12,Asia,Referral,3400
402,Pro,100.0,14.0,407,15.23,31,0,6,Africa,Referral,3100
403,Enterprise,50.0,9.0,129,,25,0,12,Europe,Referral,1250
404,Enterprise,25.0,15.0,431,261.21,12,0,1,Asia,Referral,300
405,Pro,100.0,,446,138.08,1,0,5,Europe,Organic,100
406,Enterprise,,35.0,326,316.07,22,0,8,Asia,Organic,1100
407,Basic,250.0,,173,,40,0,19,Europe,Organic,10000
408,Pro,100.0,27.0,433,184.05,37,0,1,North America,Paid Ads,3700
409,Enterprise,,2.0,474,474.86,47,0,17,Asia,Paid Ads,2350
410,Pro,50.0,35.0,295,317.92,1,0,15,Europe,,50
411,Basic,10.0,18.0,274,69.32,1,0,11,Europe,Paid Ads,10
412,Pro,,,329,282.25,42,0,6,Africa,,10500
413,,10.0,20.0,170,391.46,42,1,6,Asia,,420
414,Pro,25.0,18.0,385,355.7,21,1,16,,Referral,525
415,,,10.0,317,90.18,15,1,12,Africa,Referral,150
416,Basic,10.0,25.0,98,486.35,17,0,10,Europe,Partnership,170
417,Pro,100.0,2.0,151,227.16,22,0,5,Asia,Paid Ads,2200
418,Pro,50.0,25.0,212,83.72,38,0,13,North America,Referral,1900
419,Enterprise,250.0,54.0,318,94.2,35,0,5,Asia,Paid Ads,8750
420,,10.0,33.0,236,53.63,45,0,5,Asia,Paid Ads,450
421,Enterprise,,36.0,498,402.74,16,0,1,Europe,Partnership,4000
422,Basic,10.0,,452,65.41,8,0,19,Europe,Referral,80
423,,25.0,14.0,343,66.94,47,0,14,Asia,Paid Ads,1175
424,Basic,10.0,1.0,231,,17,1,16,Africa,Paid Ads,170
425,Basic,100.0,46.0,50,175.58,17,0,7,,Partnership,1700
426,Enterprise,50.0,16.0,205,20.27,26,1,4,Africa,Partnership,1300
427,Pro,25.0,54.0,77,30.69,13,0,16,Europe,Paid Ads,325
428,Basic,10.0,46.0,485,75.37,17,0,19,Europe,Partnership,170
429,Pro,250.0,52.0,273,110.63,38,0,0,Asia,Paid Ads,9500
430,,25.0,3.0,11,334.25,17,0,17,North America,Referral,425
431,Enterprise,25.0,35.0,370,82.88,48,1,14,Europe,Organic,1200
432,,,41.0,134,63.84,14,1,4,Asia,Partnership,140
433,Basic,,6.0,119,383.54,45,0,6,Asia,,1125
434,Pro,250.0,25.0,95,337.17,6,0,17,North America,Paid Ads,1500
435,Pro,,13.0,434,220.49,35,1,5,,Paid Ads,875
436,Pro,250.0,53.0,129,276.91,46,0,4,Asia,Paid Ads,11500
437,Enterprise,10.0,34.0,136,159.43,14,1,18,Asia,Organic,140
438,Basic,50.0,8.0,264,,47,0,9,Asia,Paid Ads,2350
439,Enterprise,,21.0,192,255.8,8,0,14,Africa,Partnership,200
440,Enterprise,50.0,34.0,25,196.68,15,0,9,Africa,Referral,750
441,Pro,250.0,4.0,486,453.75,27,0,15,North America,Referral,6750
442,Enterprise,25.0,25.0,71,,13,0,11,Europe,Partnership,325
443,Pro,100.0,15.0,378,,49,0,17,,Referral,4900
444,Basic,50.0,4.0,441,66.57,31,0,0,Europe,Organic,1550
445,Pro,25.0,45.0,167,399.79,35,0,15,,Paid Ads,875
446,,50.0,12.0,277,309.88,6,0,5,Africa,Paid Ads,300
447,Pro,25.0,32.0,44,422.42,5,0,2,Asia,,125
448,Enterprise,,32.0,276,53.27,22,0,1,North America,Organic,220
449,Enterprise,50.0,28.0,73,281.7,49,0,1,Europe,Organic,2450
450,Basic,100.0,13.0,59,253.04,23,0,12,Asia,Organic,2300
451,,100.0,31.0,478,354.57,25,1,8,Africa,Partnership,2500
452,Basic,250.0,14.0,264,269.47,34,1,15,Europe,Organic,8500
453,Pro,25.0,,158,272.66,26,0,4,Europe,Referral,650
454,Pro,50.0,18.0,334,217.65,47,0,6,Europe,Partnership,2350
455,Basic,250.0,,313,157.87,5,1,12,Asia,Partnership,1250
456,,50.0,6.0,285,,26,1,19,Asia,Partnership,1300
457,Pro,,,366,63.65,20,0,12,Asia,,500
458,Pro,100.0,29.0,460,480.95,6,0,6,Europe,,600
459,Pro,10.0,43.0,181,358.63,6,0,9,Europe,Organic,60
460,Basic,100.0,2.0,426,476.47,18,0,14,North America,,1800
461,,250.0,23.0,210,117.23,4,0,5,North America,Partnership,1000
462,Basic,,19.0,454,440.27,17,0,4,Asia,Paid Ads,170
463,Basic,250.0,,402,405.35,14,1,1,Asia,Paid Ads,3500
464,Basic,25.0,51.0,333,340.19,14,1,14,Africa,Partnership,350
465,,10.0,5.0,44,314.39,13,0,15,Asia,,130
466,Enterprise,250.0,19.0,474,161.69,7,0,18,North America,Referral,1750
467,Basic,25.0,,491,,44,0,8,North America,Referral,1100
468,Pro,100.0,10.0,225,253.25,15,1,18,,Organic,1500
469,Basic,25.0,25.0,489,,19,0,6,Europe,Paid Ads,475
470,Enterprise,,2.0,74,159.87,43,0,3,Europe,Referral,2150
471,,,11.0,17,,47,0,2,Asia,Partnership,1175
472,Pro,,50.0,310,426.09,44,0,19,Africa,Paid Ads,1100
473,Enterprise,50.0,31.0,352,491.04,35,0,10,Africa,Referral,1750
474,Basic,250.0,56.0,440,315.86,17,0,0,Africa,Referral,4250
475,Pro,250.0,15.0,433,127.52,35,0,5,Europe,,8750
476,,25.0,9.0,341,85.59,19,1,10,North America,Organic,475
477,Basic,50.0,,447,97.52,20,1,0,North America,,1000
478,Pro,50.0,19.0,85,14.8,36,1,6,Europe,,1800
479,Basic,,9.0,183,198.39,35,0,5,Africa,Referral,3500
480,,250.0,35.0,56,99.76,32,0,13,Africa,Organic,8000
481,Basic,10.0,21.0,24,208.77,48,0,1,Asia,,480
482,Pro,250.0,,370,467.82,44,1,3,Asia,Referral,11000
483,Pro,250.0,28.0,156,218.12,40,0,10,Africa,Paid Ads,10000
484,Pro,,46.0,35,439.6,24,0,14,Europe,Organic,2400
485,Basic,10.0,51.0,317,304.72,17,0,17,Africa,Organic,170
486,Pro,100.0,7.0,102,127.33,7,0,0,Asia,,700
487,Pro,10.0,16.0,415,181.15,43,0,2,Africa,Partnership,430
488,Basic,25.0,16.0,241,,1,0,2,Europe,Paid Ads,25
489,Enterprise,10.0,33.0,30,,35,0,6,North America,Paid Ads,350
490,Basic,100.0,4.0,316,340.38,32,0,0,Europe,Paid Ads,3200
491,Pro,250.0,4.0,47,40.69,36,1,10,Europe,Partnership,9000
492,Pro,10.0,39.0,285,106.67,13,0,5,Asia,Organic,130
493,Basic,10.0,40.0,166,193.81,6,0,19,Europe,Organic,60
494,Enterprise,50.0,17.0,188,491.11,14,0,2,Europe,Organic,700
495,Pro,250.0,37.0,141,393.51,37,1,18,,Paid Ads,9250
496,Pro,25.0,,320,368.08,48,0,1,Asia,Paid Ads,1200
497,Pro,100.0,52.0,464,62.51,15,1,17,,Referral,1500
498,Basic,25.0,29.0,357,391.59,47,0,11,Africa,Partnership,1175
499,Pro,250.0,52.0,37,393.71,4,1,9,Europe,Partnership,1000
500,Enterprise,10.0,36.0,269,302.55,40,1,4,Asia,Paid Ads,400
501,Pro,10.0,38.0,415,495.23,16,0,8,North America,,160
502,Pro,250.0,39.0,85,166.0,28,0,1,Africa,Organic,7000
503,Enterprise,10.0,50.0,438,470.93,16,0,1,Asia,Paid Ads,160
504,Pro,10.0,37.0,76,457.79,4,0,5,Africa,Partnership,40
505,Basic,10.0,52.0,351,10.68,45,0,9,Africa,Partnership,450
506,Basic,100.0,35.0,203,227.81,26,0,17,Europe,Partnership,2600
507,,100.0,7.0,481,488.67,28,0,11,Europe,,2800
508,Enterprise,50.0,27.0,171,56.05,32,0,3,Asia,Partnership,1600
509,Pro,,28.0,356,276.15,45,0,16,Africa,Organic,1125
510,Basic,250.0,22.0,448,,2,0,14,Asia,Organic,500
511,Enterprise,250.0,14.0,370,,31,0,5,Asia,Organic,7750
512,Pro,250.0,7.0,266,98.96,3,0,15,Africa,Paid Ads,750
513,Enterprise,50.0,37.0,81,293.18,8,0,16,Asia,Organic,400
514,Basic,100.0,22.0,96,,24,0,2,Africa,Referral,2400
515,Basic,50.0,5.0,431,262.25,15,1,9,Africa,,750
516,Basic,250.0,55.0,271,41.65,43,0,4,Africa,Paid Ads,10750
517,Enterprise,25.0,2.0,223,304.71,31,0,13,Africa,Partnership,775
518,,10.0,27.0,162,260.81,9,0,12,North America,Organic,90
519,Basic,100.0,21.0,219,371.38,39,1,5,Africa,Paid Ads,3900
520,Enterprise,,54.0,410,317.2,45,1,11,Europe,Referral,4500
521,Basic,50.0,38.0,70,277.06,2,1,7,,Organic,100
522,Basic,100.0,15.0,277,346.44,8,0,4,Europe,Partnership,800
523,Pro,250.0,21.0,271,76.25,7,0,14,Africa,Referral,1750
524,,250.0,10.0,227,299.7,44,0,15,Europe,Organic,11000
525,Basic,50.0,23.0,292,90.19,39,0,0,North America,Referral,1950
526,Basic,250.0,,145,463.13,42,1,15,Asia,Organic,10500
527,Enterprise,25.0,56.0,476,38.83,16,0,4,Africa,Paid Ads,400
528,Pro,50.0,39.0,389,218.04,35,0,2,Europe,,1750
529,Pro,25.0,5.0,371,349.42,30,0,19,North America,Paid Ads,750
530,Basic,10.0,1.0,458,,10,1,14,,Organic,100
531,Enterprise,25.0,13.0,450,50.59,38,0,12,North America,Organic,950
532,Pro,10.0,,102,278.92,18,0,15,Europe,Partnership,180
533,Enterprise,10.0,,118,322.61,5,0,10,North America,Referral,50
534,Enterprise,25.0,50.0,250,353.38,29,0,1,Asia,Referral,725
535,Basic,50.0,45.0,364,189.76,39,0,5,Europe,Referral,1950
536,Pro,250.0,21.0,433,284.01,34,1,5,Asia,Organic,8500
537,Basic,,53.0,151,228.09,43,0,13,North America,Organic,10750
538,Pro,10.0,18.0,300,337.67,45,0,10,Africa,Organic,450
539,Pro,,,441,293.86,23,0,7,,Paid Ads,230
540,Pro,50.0,45.0,246,265.25,5,0,7,Africa,Paid Ads,250
541,Pro,100.0,32.0,349,128.51,30,1,0,Africa,Partnership,3000
542,Pro,25.0,36.0,321,6.0,6,0,6,Asia,Organic,150
543,Enterprise,,17.0,186,91.17,46,0,5,Africa,Referral,460
544,Basic,250.0,35.0,150,62.95,44,1,7,Asia,Referral,11000
545,Enterprise,50.0,49.0,198,227.3,4,0,18,Europe,Partnership,200
546,Pro,25.0,11.0,495,308.07,29,0,19,Africa,Referral,725
547,Basic,50.0,21.0,58,110.48,23,0,7,Asia,Partnership,1150
548,Pro,25.0,52.0,311,469.83,6,0,13,Africa,Organic,150
549,Basic,25.0,55.0,378,8.31,32,0,17,Africa,Referral,800
550,Enterprise,10.0,53.0,199,387.29,42,0,15,Africa,,420
551,Basic,,26.0,145,314.48,18,0,8,Asia,Paid Ads,900
552,Basic,50.0,4.0,52,189.91,15,0,14,North America,Referral,750
553,,250.0,34.0,413,29.99,40,0,9,Africa,Paid Ads,10000
554,Basic,250.0,52.0,389,315.61,32,0,15,Africa,Referral,8000
555,Basic,10.0,48.0,362,195.88,9,1,3,Europe,Organic,90
556,Pro,10.0,18.0,99,468.45,37,0,19,North America,Partnership,370
557,Basic,100.0,40.0,304,273.29,10,0,12,Asia,Organic,1000
558,Basic,250.0,35.0,350,,20,0,4,Europe,Organic,5000
559,Enterprise,25.0,41.0,254,114.14,6,0,6,Africa,Organic,150
560,Basic,50.0,29.0,442,364.23,48,0,8,Europe,Referral,2400
561,Enterprise,10.0,52.0,201,,3,0,7,Europe,Partnership,30
562,Pro,,29.0,327,371.01,42,0,15,Africa,Paid Ads,2100
563,Basic,50.0,38.0,115,111.26,11,0,5,North America,Organic,550
564,Enterprise,100.0,42.0,372,334.17,43,0,15,North America,Referral,4300
565,Enterprise,,21.0,319,251.53,17,1,5,Europe,,4250
566,Pro,,42.0,391,372.7,32,1,13,Africa,Organic,320
567,Basic,50.0,13.0,242,,4,0,0,Asia,Paid Ads,200
568,Basic,10.0,49.0,274,445.58,4,0,8,Europe,Organic,40
569,Enterprise,25.0,41.0,353,46.73,17,0,12,Asia,Paid Ads,425
570,Basic,100.0,17.0,46,,41,0,18,Europe,Paid Ads,4100
571,Enterprise,25.0,56.0,314,431.35,19,0,16,Europe,Partnership,475
572,Basic,10.0,,50,409.54,5,1,10,Africa,Partnership,50
573,Enterprise,10.0,41.0,26,258.8,32,0,7,Africa,,320
574,Basic,,1.0,353,222.0,22,0,4,Asia,Referral,5500
575,Pro,50.0,2.0,286,498.15,6,0,9,Asia,Partnership,300
576,Basic,50.0,48.0,316,118.44,35,0,6,North America,Paid Ads,1750
577,Basic,25.0,29.0,68,275.7,22,1,9,Africa,Partnership,550
578,Pro,100.0,33.0,432,336.98,1,0,3,Europe,Partnership,100
579,Basic,50.0,,192,,20,1,8,,Organic,1000
580,Pro,250.0,50.0,50,105.99,22,0,13,,Partnership,5500
581,Basic,25.0,58.0,48,,48,0,1,Africa,Partnership,1200
582,Enterprise,25.0,40.0,406,410.09,11,1,8,Europe,Paid Ads,275
583,Enterprise,250.0,21.0,201,29.76,13,0,0,North America,Partnership,3250
584,Basic,100.0,28.0,276,456.2,42,1,9,North America,Paid Ads,4200
585,Basic,250.0,11.0,156,19.6,3,0,9,Europe,Partnership,750
586,Basic,100.0,55.0,404,181.21,9,0,19,Europe,Partnership,900
587,Enterprise,250.0,34.0,342,12.83,12,1,2,Asia,Referral,3000
588,Basic,250.0,8.0,136,,23,0,5,Africa,Partnership,5750
589,Enterprise,10.0,59.0,55,,14,1,5,Asia,Paid Ads,140
590,Pro,25.0,22.0,54,180.66,33,1,1,North America,Paid Ads,825
591,Enterprise,,8.0,10,215.26,18,0,17,Europe,Organic,4500
592,,250.0,49.0,177,111.6,49,0,1,Asia,Organic,12250
593,Pro,50.0,15.0,117,300.56,41,0,11,North America,Referral,2050
594,,25.0,17.0,28,299.43,9,0,4,Africa,Paid Ads,225
595,Basic,,23.0,341,189.24,23,0,19,Europe,Paid Ads,1150
596,Basic,25.0,24.0,81,169.85,10,0,6,Asia,Paid Ads,250
597,,50.0,45.0,465,443.06,19,0,15,Africa,Referral,950
598,Basic,250.0,19.0,454,194.73,47,0,19,Asia,Paid Ads,11750
599,Enterprise,250.0,5.0,118,249.28,5,1,0,North America,Organic,1250
600,Basic,10.0,32.0,277,,47,1,0,Africa,Referral,470
601,Basic,50.0,,454,394.45,23,0,16,Asia,Organic,1150
602,Enterprise,100.0,,249,201.74,30,0,0,Africa,Organic,3000
603,Basic,10.0,23.0,426,259.24,25,1,19,North America,Referral,250
604,Enterprise,50.0,37.0,310,130.41,28,0,12,,Partnership,1400
605,Basic,50.0,8.0,99,493.89,34,0,8,Asia,Partnership,1700
606,Basic,10.0,13.0,112,149.29,45,1,14,North America,Organic,450
607,Pro,250.0,8.0,485,386.52,48,0,2,Europe,Partnership,12000
608,Pro,50.0,57.0,259,216.61,47,0,13,Asia,Paid Ads,2350
609,Enterprise,250.0,,462,,25,1,10,Asia,Referral,6250
610,Pro,10.0,43.0,17,400.86,10,1,11,North America,Organic,100
611,Enterprise,250.0,1.0,162,170.14,14,0,12,North America,Paid Ads,3500
612,Pro,25.0,45.0,356,433.27,42,0,12,,Partnership,1050
613,Basic,100.0,51.0,183,458.05,46,0,0,Asia,Paid Ads,4600
614,Enterprise,50.0,24.0,352,430.61,30,0,9,North America,Partnership,1500
615,Enterprise,,35.0,167,22.33,41,0,2,,Organic,4100
616,Basic,250.0,24.0,440,394.75,25,0,3,Europe,Paid Ads,6250
617,Enterprise,50.0,17.0,224,208.61,14,1,15,,Referral,700
618,Enterprise,250.0,5.0,186,437.49,35,0,7,Asia,Organic,8750
619,Pro,25.0,20.0,184,320.79,48,0,15,Africa,Paid Ads,1200
620,Enterprise,10.0,,349,417.65,34,0,16,,Paid Ads,340
621,,50.0,40.0,347,,10,0,18,,Partnership,500
622,Pro,25.0,58.0,155,269.84,35,0,14,Africa,Organic,875
623,Pro,,,459,76.47,11,0,15,Africa,Organic,275
624,Basic,50.0,46.0,333,,11,0,14,North America,,550
625,Basic,250.0,36.0,487,212.6,21,0,1,Europe,Organic,5250
626,Pro,25.0,11.0,170,252.54,21,0,10,Asia,Partnership,525
627,Enterprise,100.0,52.0,136,393.62,22,1,0,Europe,Referral,2200
628,Pro,25.0,15.0,429,301.43,45,0,14,,Organic,1125
629,Basic,250.0,,91,104.54,7,0,18,Africa,Partnership,1750
630,Pro,250.0,7.0,494,,17,1,3,Asia,Referral,4250
631,Basic,100.0,51.0,156,206.78,2,1,10,Europe,Referral,200
632,Pro,,28.0,248,237.42,12,0,4,Africa,Partnership,300
633,Enterprise,250.0,51.0,421,19.01,42,0,2,Europe,Organic,10500
634,,,43.0,433,,18,1,12,,Referral,900
635,Pro,10.0,58.0,93,144.11,11,1,9,Europe,Organic,110
636,Basic,10.0,5.0,122,357.92,16,0,10,Europe,Organic,160
637,,10.0,5.0,234,10.69,49,0,17,Europe,Paid Ads,490
638,Basic,25.0,30.0,341,207.34,18,0,1,Africa,,450
639,Pro,100.0,54.0,387,462.39,35,0,6,Asia,Paid Ads,3500
640,Enterprise,250.0,32.0,252,60.38,26,0,8,Asia,Referral,6500
641,Basic,50.0,8.0,152,260.63,16,0,9,Africa,Partnership,800
642,Basic,50.0,,50,394.33,6,1,17,Africa,Paid Ads,300
643,Pro,25.0,38.0,432,471.55,44,0,6,Africa,Partnership,1100
644,,10.0,47.0,267,,43,0,6,North America,Referral,430
645,Enterprise,25.0,32.0,456,361.68,47,0,2,,Organic,1175
646,Enterprise,100.0,48.0,294,414.11,47,0,11,Europe,Referral,4700
647,Basic,100.0,28.0,114,225.87,48,0,6,Asia,Partnership,4800
648,Basic,250.0,17.0,211,403.89,42,0,16,Europe,,10500
649,Pro,250.0,31.0,459,8.94,12,0,0,North America,Organic,3000
650,Enterprise,,8.0,316,462.66,13,0,4,Africa,Referral,1300
651,Enterprise,,,340,224.44,4,1,15,Asia,Organic,400
652,Basic,100.0,25.0,470,278.92,39,0,14,Asia,Paid Ads,3900
653,Pro,25.0,9.0,275,131.17,2,0,1,Europe,Partnership,50
654,Enterprise,100.0,2.0,407,372.55,26,1,8,Asia,Organic,2600
655,Enterprise,,15.0,219,42.93,27,0,6,Africa,Organic,1350
656,,10.0,50.0,60,436.95,27,0,3,Asia,Referral,270
657,,100.0,3.0,127,414.92,15,1,19,Africa,Paid Ads,1500
658,Enterprise,10.0,49.0,210,111.95,8,0,17,North America,Organic,80
659,Enterprise,25.0,36.0,386,405.62,7,0,3,North America,,175
660,Pro,10.0,4.0,48,394.25,47,0,12,Africa,Paid Ads,470
661,,,14.0,37,317.95,46,1,0,Europe,Referral,1150
662,Basic,50.0,41.0,268,189.89,40,0,2,Asia,Organic,2000
663,Basic,25.0,41.0,93,139.39,12,0,15,Europe,Referral,300
664,Pro,25.0,25.0,463,119.73,13,0,3,Asia,Partnership,325
665,Pro,250.0,58.0,164,162.71,43,0,15,North America,,10750
666,Pro,100.0,55.0,126,452.26,17,0,18,North America,Organic,1700
667,Basic,100.0,,11,43.43,17,0,0,North America,Paid Ads,1700
668,Enterprise,50.0,10.0,102,415.29,36,0,4,Asia,Organic,1800
669,Basic,,21.0,175,177.7,21,0,18,North America,,1050
670,,100.0,36.0,396,,8,0,10,North America,Partnership,800
671,Basic,250.0,12.0,409,398.27,5,0,12,North America,,1250
672,,100.0,27.0,359,442.77,26,1,19,,Paid Ads,2600
673,Basic,250.0,40.0,305,175.67,16,0,4,Europe,Paid Ads,4000
674,Pro,50.0,2.0,267,,36,1,3,North America,,1800
675,Basic,,54.0,90,210.19,28,1,3,North America,Referral,280
676,Enterprise,,13.0,434,11.56,29,0,3,Europe,Organic,1450
677,Basic,50.0,53.0,277,151.49,47,0,3,Europe,Paid Ads,2350
678,Basic,25.0,32.0,428,232.3,12,1,19,,Referral,300
679,Basic,25.0,31.0,244,208.49,37,0,17,Africa,Partnership,925
680,Pro,25.0,16.0,330,362.35,30,1,17,North America,Paid Ads,750
681,Basic,25.0,32.0,320,195.48,23,0,15,North America,Paid Ads,575
682,,250.0,32.0,310,247.24,16,0,8,North America,Referral,4000
683,Pro,100.0,34.0,472,217.66,14,0,17,,Paid Ads,1400
684,Basic,10.0,11.0,483,371.61,10,0,1,North America,,100
685,Basic,50.0,10.0,366,432.17,7,1,3,Africa,Paid Ads,350
686,Basic,250.0,15.0,222,268.29,45,0,11,Europe,,11250
687,Enterprise,10.0,17.0,71,395.77,37,0,6,Asia,Paid Ads,370
688,Basic,250.0,40.0,58,151.91,29,1,14,Europe,Paid Ads,7250
689,Pro,250.0,18.0,136,,3,0,6,North America,Paid Ads,750
690,Basic,50.0,55.0,232,175.89,15,0,16,North America,Paid Ads,750
691,,100.0,,418,210.03,36,0,15,North America,Partnership,3600
692,Basic,25.0,25.0,288,367.54,47,0,18,Africa,Paid Ads,1175
693,Enterprise,100.0,40.0,417,441.42,46,0,8,Africa,Partnership,4600
694,Enterprise,,59.0,303,65.14,19,0,13,Asia,Partnership,950
695,Basic,50.0,14.0,293,319.15,13,0,16,Europe,Organic,650
696,,50.0,58.0,286,293.16,42,0,4,North America,Organic,2100
697,Enterprise,10.0,,447,63.62,21,0,1,North America,Partnership,210
698,Basic,100.0,50.0,116,109.89,37,0,19,North America,Partnership,3700
699,,100.0,22.0,155,158.95,27,0,15,North America,,2700
700,Pro,250.0,52.0,429,87.63,29,0,13,Africa,Organic,7250
701,Enterprise,250.0,30.0,108,125.65,20,0,13,Europe,Referral,5000
702,Enterprise,250.0,20.0,438,137.46,25,0,0,Europe,Organic,6250
703,Basic,50.0,,384,,6,1,2,Asia,Partnership,300
704,Basic,100.0,44.0,82,375.95,36,0,6,Africa,Partnership,3600
705,Pro,50.0,32.0,446,,2,0,14,North America,Paid Ads,100
706,Pro,10.0,51.0,495,493.19,22,0,18,Europe,Paid Ads,220
707,Enterprise,250.0,46.0,131,210.29,32,0,19,Europe,Organic,8000
708,Enterprise,50.0,49.0,39,378.16,16,0,1,,Paid Ads,800
709,Basic,50.0,,197,436.38,18,0,18,Asia,Referral,900
710,Enterprise,,21.0,373,,5,0,8,Asia,Referral,50
711,Pro,25.0,35.0,363,,36,0,18,,Paid Ads,900
712,Pro,100.0,58.0,297,,30,1,4,Asia,Referral,3000
713,,25.0,32.0,460,105.82,45,0,17,Europe,Referral,1125
714,Pro,250.0,30.0,204,167.14,19,0,15,Asia,Organic,4750
715,,50.0,55.0,165,275.61,23,1,3,,Referral,1150
716,Pro,10.0,39.0,181,289.83,34,0,11,Europe,Partnership,340
717,,10.0,49.0,344,15.96,13,0,6,Asia,Partnership,130
718,Basic,100.0,12.0,50,472.83,43,0,13,Asia,Organic,4300
719,Basic,,,72,,29,0,11,Africa,Paid Ads,725
720,Enterprise,100.0,47.0,32,250.37,36,0,2,North America,Organic,3600
721,,50.0,18.0,369,466.9,22,0,4,Asia,Paid Ads,1100
722,Enterprise,,21.0,84,,47,0,16,Africa,Paid Ads,4700
723,,10.0,,57,490.32,36,0,9,Europe,Paid Ads,360
724,Basic,10.0,21.0,169,258.58,9,0,9,Africa,Paid Ads,90
725,Basic,250.0,8.0,322,61.57,39,1,10,Africa,Paid Ads,9750
726,Basic,250.0,46.0,127,383.58,19,0,16,Asia,Organic,4750
727,Basic,50.0,40.0,109,341.05,38,0,4,Asia,Paid Ads,1900
728,Basic,25.0,46.0,389,387.63,6,0,12,,Referral,150
729,Basic,100.0,7.0,426,475.96,47,0,9,Africa,Referral,4700
730,Pro,50.0,23.0,417,389.36,15,1,8,Europe,Paid Ads,750
731,Enterprise,250.0,44.0,176,,20,0,16,,,5000
732,Basic,100.0,32.0,299,429.37,9,0,0,,Partnership,900
733,Pro,250.0,11.0,449,338.26,32,0,3,Asia,,8000
734,Pro,100.0,22.0,165,207.02,4,0,3,North America,,400
735,Enterprise,25.0,22.0,430,443.38,18,0,17,Europe,Paid Ads,450
736,Basic,50.0,43.0,16,,5,0,8,North America,Paid Ads,250
737,Enterprise,100.0,25.0,205,358.75,20,0,17,Asia,Partnership,2000
738,Basic,10.0,22.0,430,441.37,23,0,13,Africa,Paid Ads,230
739,Pro,10.0,28.0,65,367.0,11,0,14,Africa,Referral,110
740,,100.0,29.0,330,350.15,37,1,5,Asia,,3700
741,Pro,100.0,13.0,202,377.56,22,0,9,Africa,Referral,2200
742,Pro,100.0,18.0,56,235.2,4,0,14,Asia,Organic,400
743,Enterprise,10.0,2.0,157,437.71,29,0,3,Africa,Referral,290
744,Basic,10.0,29.0,284,105.7,44,0,17,Africa,,440
745,Basic,100.0,21.0,166,68.06,34,0,17,Africa,,3400
746,Enterprise,250.0,15.0,211,146.33,13,1,16,Europe,Organic,3250
747,Basic,250.0,52.0,453,,42,0,11,Europe,Paid Ads,10500
748,Pro,,,411,257.73,9,1,6,,Referral,225
749,Basic,50.0,50.0,485,411.2,42,0,15,,Organic,2100
750,Pro,250.0,,428,205.26,31,0,10,Asia,Referral,7750
751,Enterprise,,15.0,436,,7,0,13,North America,Partnership,70
752,Basic,250.0,51.0,488,11.62,4,0,2,North America,Paid Ads,1000
753,Enterprise,25.0,23.0,484,207.82,19,0,18,Europe,Organic,475
754,Basic,25.0,24.0,135,325.65,42,0,17,North America,Partnership,1050
755,Pro,50.0,44.0,404,12.68,30,1,9,North America,Referral,1500
756,Enterprise,250.0,13.0,314,144.04,31,1,5,Africa,Partnership,7750
757,Basic,10.0,22.0,378,107.94,35,0,12,Africa,Referral,350
758,Pro,10.0,43.0,303,25.78,21,0,9,Asia,Paid Ads,210
759,Enterprise,100.0,,73,242.23,31,0,17,North America,Partnership,3100
760,,10.0,33.0,334,94.95,19,0,19,Asia,Paid Ads,190
761,Basic,50.0,56.0,401,372.83,31,0,15,,Organic,1550
762,Basic,50.0,3.0,427,424.72,32,0,5,North America,Referral,1600
763,Basic,10.0,54.0,185,,2,0,12,Europe,Referral,20
764,,,19.0,125,490.95,10,0,3,North America,Paid Ads,100
765,Basic,100.0,23.0,449,227.99,2,0,13,Africa,,200
766,Enterprise,10.0,29.0,213,259.12,2,0,0,North America,Organic,20
767,Enterprise,,30.0,495,494.66,24,0,19,,Partnership,2400
768,Basic,100.0,,330,119.62,17,0,4,Asia,Referral,1700
769,Basic,10.0,44.0,40,471.56,32,0,7,Asia,Referral,320
770,Enterprise,25.0,47.0,397,,16,0,11,,Organic,400
771,Pro,25.0,25.0,122,225.96,16,0,1,Africa,Organic,400
